Article Number, Topic Feature, ProperNoun Feature, Unknown Word Feature, Cue Word Feature,  Bigram Feature, Tf-Idf, Sentence Position Feature, Class
0, 0.14285714285714285, 0.0, 0.5714285714285714, 0.14285714285714285, 0.0, 0.29005588333966265, 0.5185185185185185, 0
0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.3210661644930671, 0.5555555555555556, 1
0, 0.0, 0.0, 0.5555555555555556, 0.0, 0.0, 0.35508628912509804, 0.5925925925925926, 0
0, 0.09090909090909091, 0.0, 0.5454545454545454, 0.09090909090909091, 0.0, 0.27053905048536436, 0.6296296296296297, 1
0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.4164746406326002, 0.6666666666666666, 0
0, 0.0, 0.0, 0.7272727272727273, 0.0, 0.0, 0.251509421617645, 0.7037037037037037, 1
0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.570352969381208, 0.7407407407407407, 0
0, 0.0, 0.0, 0.5714285714285714, 0.0, 0.0, 0.15184150815019473, 0.7777777777777778, 1
0, 0.0, 0.0, 0.42857142857142855, 0.0, 0.0, 0.23961194054538623, 0.8148148148148148, 1
0, 0.0, 0.0, 0.2727272727272727, 0.0, 0.0, 0.2616924272481626, 0.8518518518518519, 0
0, 0.0, 0.0, 0.3076923076923077, 0.0, 0.0, 0.26211072272374997, 0.8888888888888888, 1
0, 0.2, 0.0, 0.8, 0.2, 0.1, 0.29662531794038965, 0.9259259259259259, 1
0, 0.08333333333333333, 0.0, 0.5, 0.08333333333333333, 0.0, 0.2527479520022314, 0.9629629629629629, 1
0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.3296613488547582, 1.0, 0
1, 0.0, 0.0, 0.6666666666666666, 0.0, 0.16666666666666666, 0.36854966253042604, 1.0, 0
1, 0.0, 0.0, 0.6923076923076923, 0.0, 0.0, 0.20226138221934226, 0.9130434782608695, 1
1, 0.0, 0.08, 0.52, 0.0, 0.04, 0.10751194532893019, 0.8260869565217391, 1
1, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.25800320230398605, 0.7391304347826086, 0
1, 0.0, 0.0, 0.6666666666666666, 0.0, 0.16666666666666666, 0.4422942649355203, 0.6521739130434783, 0
1, 0.0, 0.0, 0.5, 0.0, 0.0, 0.17718061553853146, 0.5652173913043478, 1
1, 0.0, 0.0, 0.5, 0.0, 0.08333333333333333, 0.1915343296968053, 0.4782608695652174, 0
1, 0.0, 0.0, 0.36363636363636365, 0.0, 0.0, 0.22031753879929902, 0.391304347826087, 0
1, 0.0, 0.1111111111111111, 0.5555555555555556, 0.0, 0.0, 0.283480895942402, 0.30434782608695654, 0
1, 0.0, 0.0, 0.5238095238095238, 0.0, 0.0, 0.12997781671983386, 0.21739130434782608, 1
1, 0.0, 0.0, 0.45454545454545453, 0.0, 0.09090909090909091, 0.21921397357099714, 0.13043478260869565, 0
1, 0.0, 0.0, 0.5294117647058824, 0.0, 0.0, 0.14457615237431187, 0.043478260869565216, 1
1, 0.0, 0.0625, 0.5625, 0.0, 0.0, 0.16485297610053282, 0.13043478260869565, 0
1, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.14550635947590249, 0.21739130434782608, 1
1, 0.0, 0.0, 0.4, 0.0, 0.0, 0.24398396716139925, 0.30434782608695654, 0
1, 0.1111111111111111, 0.0, 0.2222222222222222, 0.1111111111111111, 0.0, 0.33983087361484443, 0.391304347826087, 0
1, 0.0, 0.0, 0.5714285714285714, 0.0, 0.07142857142857142, 0.1650400740378673, 0.4782608695652174, 1
1, 0.0, 0.0, 0.4166666666666667, 0.0, 0.0, 0.22196507021537393, 0.5652173913043478, 0
1, 0.0, 0.0, 0.6666666666666666, 0.0, 0.1111111111111111, 0.279929265418306, 0.6521739130434783, 0
1, 0.0, 0.0, 0.5714285714285714, 0.0, 0.0, 0.20067638179357275, 0.7391304347826086, 1
1, 0.0, 0.0, 0.38461538461538464, 0.0, 0.0, 0.21116124847245635, 0.8260869565217391, 1
1, 0.0, 0.0, 0.7222222222222222, 0.0, 0.0, 0.14513122663992975, 0.9130434782608695, 1
1, 0.0, 0.0, 0.5, 0.0, 0.0, 1.5677471079645748, 1.0, 0
2, 0.0, 0.11764705882352941, 0.5294117647058824, 0.0, 0.058823529411764705, 0.13360470121073084, 1.0, 0
2, 0.0, 0.0, 0.55, 0.0, 0.0, 0.11298933752231324, 0.8947368421052632, 1
2, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.11571552323353262, 0.7894736842105263, 1
2, 0.0, 0.16666666666666666, 0.5, 0.0, 0.0, 0.3414265407587355, 0.6842105263157895, 0
2, 0.0, 0.06666666666666667, 0.2, 0.0, 0.0, 0.1570025350089454, 0.5789473684210527, 1
2, 0.0, 0.0, 0.4, 0.0, 0.0, 0.16008318914476735, 0.47368421052631576, 0
2, 0.0, 0.14285714285714285, 0.42857142857142855, 0.0, 0.0, 0.36992175927300164, 0.3684210526315789, 0
2, 0.0, 0.041666666666666664, 0.5, 0.0, 0.041666666666666664, 0.10252245220012308, 0.2631578947368421, 1
2, 0.0, 0.0, 0.15, 0.0, 0.0, 0.12541387077125327, 0.15789473684210525, 0
2, 0.0, 0.0, 0.4444444444444444, 0.0, 0.0, 0.258700905778005, 0.05263157894736842, 0
2, 0.0, 0.0, 0.45454545454545453, 0.0, 0.0, 0.23903382535562911, 0.15789473684210525, 0
2, 0.0, 0.058823529411764705, 0.47058823529411764, 0.0, 0.058823529411764705, 0.11921410230637211, 0.2631578947368421, 1
2, 0.0, 0.0, 0.6, 0.0, 0.0, 0.2129652266174046, 0.3684210526315789, 0
2, 0.0, 0.16666666666666666, 0.16666666666666666, 0.0, 0.0, 0.371943548777294, 0.47368421052631576, 0
2, 0.0, 0.0, 0.35714285714285715, 0.0, 0.0, 0.16254022068409044, 0.5789473684210527, 1
2, 0.0, 0.05555555555555555, 0.6111111111111112, 0.0, 0.0, 0.1329020834130985, 0.6842105263157895, 1
2, 0.0, 0.0, 0.5, 0.0, 0.0, 0.4522316531632986, 0.7894736842105263, 0
2, 0.0, 0.0, 0.3888888888888889, 0.0, 0.0, 0.16144060013714806, 0.8947368421052632, 1
2, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.9814796597221468, 1.0, 0
3, 0.0, 0.0, 0.5555555555555556, 0.0, 0.0, 0.4024723798060804, 1.0, 0
3, 0.06666666666666667, 0.06666666666666667, 0.6666666666666666, 0.06666666666666667, 0.0, 0.21461777578407698, 0.9636363636363636, 1
3, 0.0, 0.0, 0.6666666666666666, 0.0, 0.08333333333333333, 0.2583035642193932, 0.9272727272727272, 1
3, 0.0, 0.0, 0.4, 0.0, 0.0, 0.6858517667306476, 0.8909090909090909, 1
3, 0.0, 0.0, 0.8571428571428571, 0.0, 0.0, 0.4061931666674153, 0.8545454545454545, 0
3, 0.0, 0.0, 0.5, 0.0, 0.0, 0.4271901032900731, 0.8181818181818182, 0
3, 0.0, 0.0, 0.5384615384615384, 0.0, 0.0, 0.262825253889609, 0.7818181818181819, 1
3, 0.0, 0.0, 0.625, 0.0, 0.125, 0.31945410076775144, 0.7454545454545455, 0
3, 0.0, 0.0, 0.4444444444444444, 0.0, 0.1111111111111111, 0.33401339901003646, 0.7090909090909091, 0
3, 0.0, 0.0, 0.9090909090909091, 0.0, 0.09090909090909091, 0.28419750839947694, 0.6727272727272727, 0
3, 0.0, 0.0, 0.42857142857142855, 0.0, 0.0, 0.5017468651801545, 0.6363636363636364, 0
3, 0.0, 0.0, 0.8, 0.0, 0.1, 0.3264678277992741, 0.6, 1
3, 0.0, 0.0, 0.2, 0.0, 0.2, 0.5357150477205873, 0.5636363636363636, 0
3, 0.0, 0.0, 0.5714285714285714, 0.0, 0.0, 0.4889181170286774, 0.5272727272727272, 0
3, 0.0, 0.0, 0.5714285714285714, 0.0, 0.0, 0.4710514081030876, 0.4909090909090909, 0
3, 0.0, 0.0, 0.42857142857142855, 0.0, 0.14285714285714285, 0.20735498508285885, 0.45454545454545453, 1
3, 0.07692307692307693, 0.0, 0.8461538461538461, 0.07692307692307693, 0.0, 0.28124842139972955, 0.41818181818181815, 1
3, 0.0, 0.0, 0.5555555555555556, 0.0, 0.0, 0.3753461504562505, 0.38181818181818183, 0
3, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.23582552416547212, 0.34545454545454546, 1
3, 0.0, 0.0, 0.8, 0.0, 0.0, 0.7020703710549742, 0.3090909090909091, 0
3, 0.0, 0.0, 0.2, 0.0, 0.0, 0.729796258277372, 0.2727272727272727, 0
3, 0.0, 0.0, 0.5263157894736842, 0.0, 0.0, 0.18791499365558373, 0.23636363636363636, 1
3, 0.0, 0.0, 0.4166666666666667, 0.0, 0.0, 0.2801777513956519, 0.2, 1
3, 0.2, 0.0, 0.4, 0.2, 0.0, 0.6466185966101785, 0.16363636363636364, 0
3, 0.0, 0.0, 0.4, 0.0, 0.1, 0.32448712866165313, 0.12727272727272726, 1
3, 0.0, 0.0, 0.3333333333333333, 0.0, 0.16666666666666666, 0.5025932377446416, 0.09090909090909091, 0
3, 0.0, 0.0, 0.625, 0.0, 0.0, 0.39710743357362654, 0.05454545454545454, 0
3, 0.0, 0.0, 0.45454545454545453, 0.0, 0.09090909090909091, 0.2912367828683743, 0.01818181818181818, 1
3, 0.0, 0.0, 0.35714285714285715, 0.0, 0.0, 0.26181210637996194, 0.05454545454545454, 1
3, 0.0, 0.08333333333333333, 0.5, 0.0, 0.0, 0.27381462131319245, 0.09090909090909091, 1
3, 0.0, 0.0, 1.0, 0.0, 0.0, 0.7093632333267325, 0.12727272727272726, 0
3, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.7718695267181762, 0.16363636363636364, 0
3, 0.0, 0.0, 0.6363636363636364, 0.0, 0.0, 0.32235943158944924, 0.2, 1
3, 0.0, 0.0, 0.5, 0.0, 0.0, 0.4152816649768402, 0.23636363636363636, 0
3, 0.0, 0.0, 0.5384615384615384, 0.0, 0.0, 0.2730454961860023, 0.2727272727272727, 1
3, 0.0, 0.0, 0.375, 0.0, 0.0, 0.39811584796640104, 0.3090909090909091, 1
3, 0.0, 0.05, 0.45, 0.0, 0.0, 0.1818912056910575, 0.34545454545454546, 1
3, 0.0, 0.0, 0.6666666666666666, 0.0, 0.047619047619047616, 0.132254197594082, 0.38181818181818183, 1
3, 0.0, 0.08333333333333333, 0.5, 0.0, 0.0, 0.2814438733178321, 0.41818181818181815, 1
3, 0.0, 0.0, 0.625, 0.0, 0.0, 0.3376283321709652, 0.45454545454545453, 0
3, 0.0, 0.125, 0.25, 0.0, 0.0, 0.3449721388779299, 0.4909090909090909, 0
3, 0.0, 0.0, 0.7272727272727273, 0.0, 0.0, 0.30517396430283905, 0.5272727272727272, 0
3, 0.0, 0.0, 0.42857142857142855, 0.0, 0.0, 0.5158927260079085, 0.5636363636363636, 0
3, 0.0, 0.0, 0.5714285714285714, 0.0, 0.0, 0.4040429520621535, 0.6, 0
3, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.3189961727838081, 0.6363636363636364, 0
3, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 1.3357777284108237, 0.6727272727272727, 0
3, 0.0, 0.0, 0.5454545454545454, 0.0, 0.18181818181818182, 0.2852077347301031, 0.7090909090909091, 1
3, 0.0, 0.0, 0.7, 0.0, 0.0, 0.31953635599367464, 0.7454545454545455, 1
3, 0.0, 0.0, 0.14285714285714285, 0.0, 0.0, 0.479326206227744, 0.7818181818181819, 1
3, 0.0, 0.16666666666666666, 0.3333333333333333, 0.0, 0.0, 0.6293806875076371, 0.8181818181818182, 1
3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6486347758565244, 0.8545454545454545, 0
3, 0.0, 0.0, 0.5, 0.0, 0.0, 2.0036665926162356, 0.8909090909090909, 0
3, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 1.2137096963365892, 0.9272727272727272, 0
3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9636363636363636, 0
3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0
4, 0.07692307692307693, 0.0, 0.46153846153846156, 0.07692307692307693, 0.15384615384615385, 0.15570963757826314, 1.0, 1
4, 0.037037037037037035, 0.0, 0.6296296296296297, 0.037037037037037035, 0.1111111111111111, 0.08719199515935558, 0.9047619047619048, 1
4, 0.14285714285714285, 0.0, 0.42857142857142855, 0.14285714285714285, 0.0, 0.26194460953404036, 0.8095238095238095, 1
4, 0.125, 0.0, 0.25, 0.125, 0.125, 0.24875984842830712, 0.7142857142857143, 0
4, 0.0, 0.0, 0.5, 0.0, 0.0, 0.094495292042291, 0.6190476190476191, 1
4, 0.125, 0.0, 0.75, 0.125, 0.125, 0.2579440150674027, 0.5238095238095238, 0
4, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.34684419751522805, 0.42857142857142855, 0
4, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5222612188617115, 0.3333333333333333, 0
4, 0.07142857142857142, 0.0, 0.5714285714285714, 0.07142857142857142, 0.14285714285714285, 0.14826197242856914, 0.23809523809523808, 1
4, 0.16666666666666666, 0.0, 0.5, 0.16666666666666666, 0.0, 0.3918958761939129, 0.14285714285714285, 0
4, 0.0, 0.0, 0.5333333333333333, 0.0, 0.0, 0.14965548867394143, 0.047619047619047616, 1
4, 0.0, 0.0, 0.6153846153846154, 0.0, 0.0, 0.21298977959732776, 0.14285714285714285, 1
4, 0.0, 0.0, 0.42857142857142855, 0.0, 0.0, 0.37379438347979527, 0.23809523809523808, 0
4, 0.0, 0.0, 0.8, 0.0, 0.0, 0.2547541107765823, 0.3333333333333333, 0
4, 0.5, 0.0, 0.25, 0.5, 0.0, 0.5445221155058728, 0.42857142857142855, 0
4, 0.07142857142857142, 0.0, 0.2857142857142857, 0.07142857142857142, 0.0, 0.17535758409462324, 0.5238095238095238, 1
4, 0.0, 0.0, 0.2222222222222222, 0.0, 0.1111111111111111, 0.23493445997867468, 0.6190476190476191, 0
4, 0.0, 0.0, 0.7, 0.0, 0.0, 0.246644808614419, 0.7142857142857143, 0
4, 0.0, 0.0, 0.5, 0.0, 0.0, 0.7611306094308558, 0.8095238095238095, 0
4, 0.0, 0.0, 0.75, 0.0, 0.25, 0.5371606757773489, 0.9047619047619048, 0
4, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0148408125744743, 1.0, 0
5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9250738008550292, 1.0, 0
5, 0.0, 0.0, 0.35714285714285715, 0.0, 0.0, 0.23087623428531326, 0.9574468085106383, 1
5, 0.0, 0.0, 0.7777777777777778, 0.0, 0.0, 0.35933519717174023, 0.9148936170212766, 1
5, 0.0, 0.0, 0.3076923076923077, 0.0, 0.0, 0.2494400362164954, 0.8723404255319149, 1
5, 0.0, 0.0, 0.6, 0.0, 0.0, 0.6314000842300227, 0.8297872340425532, 0
5, 0.0, 0.0, 0.75, 0.0, 0.0, 0.2630833684291762, 0.7872340425531915, 1
5, 0.0, 0.0, 0.3, 0.0, 0.0, 0.3393712782563276, 0.7446808510638298, 1
5, 0.0, 0.0, 0.5238095238095238, 0.0, 0.0, 0.16229082216133403, 0.7021276595744681, 1
5, 0.0, 0.0, 0.42857142857142855, 0.0, 0.0, 0.4678710514537809, 0.6595744680851063, 1
5, 0.0, 0.0, 0.25, 0.0, 0.0, 0.6339434396757783, 0.6170212765957447, 0
5, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.8735070390018044, 0.574468085106383, 0
5, 0.0, 0.0, 0.625, 0.0, 0.125, 0.2625585746709934, 0.5319148936170213, 0
5, 0.0, 0.0, 0.4, 0.0, 0.0, 0.5785298506307299, 0.48936170212765956, 0
5, 0.0, 0.0, 0.6, 0.0, 0.0, 0.29782158641594225, 0.44680851063829785, 0
5, 0.0, 0.0, 0.3, 0.0, 0.0, 0.3422480989808453, 0.40425531914893614, 0
5, 0.0, 0.0, 0.5714285714285714, 0.0, 0.0, 0.48201691228153487, 0.3617021276595745, 0
5, 0.0, 0.0, 0.6, 0.0, 0.0, 0.6289750993573653, 0.3191489361702128, 1
5, 0.0, 0.0, 0.6, 0.0, 0.1, 0.29851151513081164, 0.2765957446808511, 0
5, 0.0, 0.0, 0.6923076923076923, 0.0, 0.0, 0.20941021978584134, 0.23404255319148937, 1
5, 0.0, 0.0, 0.25, 0.0, 0.0, 0.3892980747223486, 0.19148936170212766, 1
5, 0.0, 0.0, 0.625, 0.0, 0.0, 0.32444628044595564, 0.14893617021276595, 1
5, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.42821227784123667, 0.10638297872340426, 0
5, 0.0, 0.0, 0.6, 0.0, 0.0, 0.6314000842300227, 0.06382978723404255, 0
5, 0.0, 0.0, 0.42857142857142855, 0.0, 0.0, 0.4697797465152263, 0.02127659574468085, 0
5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.6289750993573653, 0.06382978723404255, 0
5, 0.0, 0.0, 0.5833333333333334, 0.0, 0.0, 0.25703090427617076, 0.10638297872340426, 1
5, 0.0, 0.0, 0.2857142857142857, 0.0, 0.07142857142857142, 0.23406069504588975, 0.14893617021276595, 1
5, 0.0, 0.0, 0.3333333333333333, 0.0, 0.16666666666666666, 0.5664676502543928, 0.19148936170212766, 0
5, 0.0, 0.0, 0.45454545454545453, 0.0, 0.09090909090909091, 0.2722244550640027, 0.23404255319148937, 1
5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.35604445431845383, 0.2765957446808511, 0
5, 0.0, 0.0, 0.45454545454545453, 0.0, 0.0, 0.2899109522829802, 0.3191489361702128, 1
5, 0.0, 0.0, 0.75, 0.0, 0.0, 0.4487771761250099, 0.3617021276595745, 1
5, 0.125, 0.0, 0.5, 0.25, 0.0, 0.3461071298384539, 0.40425531914893614, 0
5, 0.125, 0.0, 0.375, 0.25, 0.0, 0.373210271328893, 0.44680851063829785, 1
5, 0.14285714285714285, 0.0, 0.42857142857142855, 0.2857142857142857, 0.0, 0.40301281001810846, 0.48936170212765956, 0
5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.3035360888717665, 0.5319148936170213, 1
5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.6266887628037673, 0.574468085106383, 0
5, 0.125, 0.0, 0.5, 0.25, 0.0, 0.3795456636430831, 0.6170212765957447, 0
5, 0.0, 0.0, 0.5714285714285714, 0.0, 0.0, 0.4747378317929893, 0.6595744680851063, 0
5, 0.0, 0.0, 0.5789473684210527, 0.0, 0.0, 0.1806980464077632, 0.7021276595744681, 1
5, 0.0, 0.0, 0.45454545454545453, 0.0, 0.0, 0.2927285273819107, 0.7446808510638298, 1
5, 0.1111111111111111, 0.0, 0.3333333333333333, 0.2222222222222222, 0.0, 0.3319544087206421, 0.7872340425531915, 1
5, 0.14285714285714285, 0.0, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.3734838511826732, 0.8297872340425532, 0
5, 0.25, 0.0, 0.5, 0.5, 0.0, 0.7722542480698007, 0.8723404255319149, 0
5, 0.0, 0.0, 0.8571428571428571, 0.0, 0.0, 0.4131963032042103, 0.9148936170212766, 0
5, 0.0, 0.0, 0.6, 0.0, 0.0, 0.5311790467503933, 0.9574468085106383, 0
5, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 1.2833825339033527, 1.0, 0
6, 0.0, 0.0, 0.2222222222222222, 0.0, 0.0, 0.22922775667785789, 1.0, 0
6, 0.0, 0.0, 0.6363636363636364, 0.0, 0.0, 0.22892240398197233, 0.8823529411764706, 1
6, 0.0, 0.0, 0.2727272727272727, 0.0, 0.09090909090909091, 0.20027995850428865, 0.7647058823529411, 1
6, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.15270737843695295, 0.6470588235294118, 1
6, 0.0, 0.0, 0.5, 0.0, 0.0, 0.18996368330227031, 0.5294117647058824, 0
6, 0.0, 0.0, 0.4444444444444444, 0.0, 0.1111111111111111, 0.2548998744763744, 0.4117647058823529, 1
6, 0.2222222222222222, 0.0, 0.3333333333333333, 0.2222222222222222, 0.1111111111111111, 0.2335761590678499, 0.29411764705882354, 0
6, 0.07142857142857142, 0.0, 0.5, 0.14285714285714285, 0.0, 0.17554842573856755, 0.17647058823529413, 0
6, 0.16666666666666666, 0.0, 0.3333333333333333, 0.16666666666666666, 0.08333333333333333, 0.2076681636559201, 0.058823529411764705, 0
6, 0.23076923076923078, 0.0, 0.46153846153846156, 0.3076923076923077, 0.0, 0.16948570620287934, 0.17647058823529413, 1
6, 0.2222222222222222, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.2421335316673554, 0.29411764705882354, 0
6, 0.05714285714285714, 0.0, 0.5142857142857142, 0.05714285714285714, 0.0, 0.07138245183149879, 0.4117647058823529, 1
6, 0.0, 0.0, 0.4166666666666667, 0.0, 0.08333333333333333, 0.19759293530690994, 0.5294117647058824, 1
6, 0.0, 0.0, 0.5, 0.0, 0.0, 0.2515407961021422, 0.6470588235294118, 0
6, 0.0, 0.0, 0.6, 0.0, 0.0, 0.5666426688112433, 0.7647058823529411, 0
6, 0.0, 0.0, 0.42857142857142855, 0.0, 0.0, 0.18055265662128045, 0.8823529411764706, 1
6, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.7903717412276396, 1.0, 0
7, 0.0, 0.0, 1.0, 0.0, 0.0, 1.6094379124341003, 1.0, 0
7, 0.2857142857142857, 0.0, 0.7142857142857143, 0.2857142857142857, 0.5714285714285714, 0.3007445762804655, 0.96, 0
7, 0.1111111111111111, 0.0, 0.4444444444444444, 0.1111111111111111, 0.0, 0.2764275458247371, 0.92, 0
7, 0.0, 0.0, 0.5, 0.0, 0.0, 0.7697429694710862, 0.88, 0
7, 0.0, 0.0, 0.35, 0.0, 0.05, 0.1672347996527207, 0.84, 1
7, 0.3333333333333333, 0.0, 0.5, 0.3333333333333333, 0.0, 0.4307386794288579, 0.8, 0
7, 0.0, 0.0, 0.47368421052631576, 0.0, 0.05263157894736842, 0.18155377140609935, 0.76, 1
7, 0.2, 0.0, 0.6, 0.2, 0.1, 0.25527863047631394, 0.72, 0
7, 0.15, 0.0, 0.6, 0.15, 0.0, 0.15842903401700043, 0.68, 1
7, 0.0, 0.0, 0.625, 0.0, 0.375, 0.33694057514142833, 0.64, 0
7, 0.07692307692307693, 0.0, 0.46153846153846156, 0.07692307692307693, 0.0, 0.24148705299263945, 0.6, 1
7, 0.041666666666666664, 0.0, 0.5416666666666666, 0.041666666666666664, 0.08333333333333333, 0.11914205513382493, 0.56, 1
7, 0.1, 0.0, 0.5, 0.1, 0.1, 0.23728135408754164, 0.52, 0
7, 0.25, 0.0, 0.625, 0.375, 0.125, 0.31323787694202193, 0.48, 0
7, 0.0, 0.0, 0.75, 0.0, 0.125, 0.3273126667129312, 0.44, 0
7, 0.05, 0.0, 0.55, 0.05, 0.05, 0.14389904386875932, 0.4, 1
7, 0.06666666666666667, 0.0, 0.6666666666666666, 0.13333333333333333, 0.0, 0.20947235808816042, 0.36, 0
7, 0.25, 0.0, 0.5, 0.25, 0.0, 0.7613972574320537, 0.32, 0
